product_name,packaging,main_category,nutrition_grade_fr,nutrition_score,fat_g,carbohydrates_g,proteins_g,additives_n,ingredients_from_palm_oil_n,fp_lat,fp_lon,contains_additives
Chocolate Chunk Milk Chocolate Macadamia Crispy Cookies,papier,sugary-snacks,e,21,30.4,60.1,4.9,7,1,47.63,-2.67,1
Chocolate Chunk White Chocolate Macadamia Crispy Cookies,papier,sugary-snacks,e,26,30.0,61.0,6.2,7,1,47.63,-2.67,1
Soft Baked Chocolate Chunk Dark Chocolat Brownie,"sachet,papier",sugary-snacks,e,21,19.2,67.3,5.3,8,1,47.63,-2.67,1
Oatmeal Raisin,sachet,sugary-snacks,d,16,14.5,74.2,6.5,1,0,47.63,-2.67,1
Lexington Milk Chocolate Toffee Almond,paper,sugary-snacks,e,22,26.9,65.4,3.85,1,0,47.63,-2.67,1
Maui Milk Chocolate Coconut Almond,paper,sugary-snacks,e,20,26.9,65.4,3.85,1,0,47.63,-2.67,1
Soft Baker chocolate chunk,"sachet,plastique",sugary-snacks,e,22,17.1,70.8,4.8,8,1,47.63,-2.67,1
Goldfish Cheddar,"sachet,plastique",salty-snacks,d,13,18.1,64.2,11.6,12,0,47.63,-2.67,1
Almonds,"sachet,plastique",plant-based-foods-and-beverages,b,0,49.4,9.5,21.2,0,0,47.63,-2.67,0
Almonds Amandes grillées salées,"sachet,plastique",plant-based-foods-and-beverages,d,14,52.1,10.3,21.1,0,0,47.63,-2.67,0
Amandes Grillées Salées,"sachet,plastique",plant-based-foods-and-beverages,d,14,52.1,10.3,21.0,0,0,47.63,-2.67,0
Pistachios Salées,"sachet,plastique",plant-based-foods-and-beverages,d,18,46.0,17.4,21.4,0,0,47.63,-2.67,0
Pistachios,sachet plastique,plant-based-foods-and-beverages,c,8,46.0,27.7,21.4,0,0,47.63,-2.67,0
Pistaches grillées sans sel Wonderful,"sachet plastique,conditionné sous atmosphère protectrice",plant-based-foods-and-beverages,c,3,46.0,17.4,21.4,0,0,47.63,-2.67,0
Pistachios salt & pepper,plastique,plant-based-foods-and-beverages,e,23,46.0,17.4,21.4,0,0,47.63,-2.67,0
Pistaches au piment doux,"sachet,plastique",plant-based-foods-and-beverages,e,24,45.2,17.3,20.0,1,0,47.63,-2.67,1
Pistaches XXL grillées salées,"sachet,plastique",plant-based-foods-and-beverages,d,18,46.0,17.4,21.4,0,0,47.63,-2.67,0
Pistaches XXL Poivre & Sel,"sachet,plastique",plant-based-foods-and-beverages,e,23,46.0,17.4,21.4,0,0,47.63,-2.67,0
Pistaches XXL Grillées sans sel,"sachet,plastique",plant-based-foods-and-beverages,d,13,46.0,17.4,21.4,0,0,47.63,-2.67,0
Walnuts,"sachet,plastique",plant-based-foods-and-beverages,d,14,65.2,13.7,15.2,0,0,47.63,-2.67,0
Half lamb leg bone in,film - plastic,meats,b,2,12.3,0.0,19.0,0,0,47.63,-2.67,0
Brown sauce,"plastic,bottle",groceries,c,9,0.5,18.1,0.6,1,0,47.63,-2.67,1
Pasta & Broccoli with a White Cheese Sauce,"sachet,plastique",plant-based-foods-and-beverages,a,-1,1.81,17.6,4.98,1,0,47.63,-2.67,1
100% Tomato Juice,can,beverages,b,-4,0.0,3.48,0.0,1,0,47.63,-2.67,1
Almond drink,"sachet,plastique",beverages,b,0,1.2,0.1,0.4,3,0,47.63,-2.67,1
Aberdeen angus steak pie,"sachet,plastique",steak-pie,d,13,17.3,14.9,13.9,3,0,47.63,-2.67,1
Strawberry & Champagne Conserve,"jar - glass,lid - metal",plant-based-foods-and-beverages,c,7,0.5,62.0,0.4,1,0,47.63,-2.67,1
Extra Fancy Tomato Ketchup,"sachet,plastique",groceries,d,16,0.0,23.53,0.0,0,0,47.63,-2.67,0
Ketchup,"sachet,plastique",groceries,d,15,0.0,23.53,0.0,0,0,47.63,-2.67,0
Ketchup,"sachet,plastique",groceries,d,15,0.0,23.53,0.0,0,0,47.63,-2.67,0
Organic Ketchup,"sachet,plastique",groceries,d,15,0.0,23.53,0.0,0,0,47.63,-2.67,0
British Sirloin Steak,"tray - plastic,film - plastic",meats,b,2,12.7,0.0,21.6,0,0,47.63,-2.67,0
Lemongrass Paste,"plastic,tube",lemongrass-paste,a,-3,8.6,4.2,0.7,2,0,47.63,-2.67,1
Risotto Aux Crevettes,"frais,plastique,carton",meals,a,-1,2.2,17.3,4.3,1,0,47.63,-2.67,1
"Redner's, Microwave Popcorn","sachet,plastique",sugary-snacks,d,17,24.24,48.48,6.06,0,0,47.63,-2.67,0
"Microwave Popcorn, Hot & Spicy","sachet,plastique",sugary-snacks,e,21,32.14,53.57,7.14,0,0,47.63,-2.67,0
Lucky Charms Cup,"cup,gobelet",plant-based-foods-and-beverages,d,13,4.17,81.2,8.33,11,0,47.63,-2.67,1
Fruit Gushers Variety Pack,"card,box",sugary-snacks,d,14,6.0,80.0,0.0,12,0,47.63,-2.67,1
Crunchy Granola Bars Oats 'n Honey,"sachet,plastique,boîte,carton",sugary-snacks,d,11,16.7,69.0,7.14,2,0,47.63,-2.67,1
Crunchy Granola Bars Oats 'n Honey,wrapper,sugary-snacks,d,11,14.3,69.0,9.52,1,0,47.63,-2.67,1
Crunchy Peanut Butter Granola Bars,wrapper,sugary-snacks,d,11,16.7,66.7,11.9,1,0,47.63,-2.67,1
Fiber One Original,box,plant-based-foods-and-beverages,a,-3,3.33,83.3,6.67,1,0,47.63,-2.67,1
Cheerios,card carton,plant-based-foods-and-beverages,b,0,7.14,71.4,10.7,3,0,47.63,-2.67,1
Cheerios,card carton,plant-based-foods-and-beverages,a,-3,7.14,71.4,10.7,3,0,47.63,-2.67,1
Raisin Nut Bran,"cardboard,box",plant-based-foods-and-beverages,c,10,6.12,81.6,8.16,3,0,47.63,-2.67,1
Mini Trix,box,plant-based-foods-and-beverages,d,11,4.69,84.4,3.12,8,0,47.63,-2.67,1
Lucky Charms,"box,carton,plastique",plant-based-foods-and-beverages,d,14,3.7,81.5,7.41,5,0,47.63,-2.67,1
Honey Nut Cheerios,box,plant-based-foods-and-beverages,d,12,5.36,78.6,7.14,4,0,47.63,-2.67,1
Crunchy Granola Bars - Variety Pack,box,sugary-snacks,c,10,14.3,66.7,9.52,1,0,47.63,-2.67,1
Party Rainbow Chip cake mix,"card,box",cake-mix,e,20,3.49,81.4,2.33,12,0,47.63,-2.67,1
100% Mashed Potatoes ,"sachet,plastique",mashed-potatoes,a,-5,0.0,82.6,8.7,2,0,47.63,-2.67,1
Oats 'n Honey,"sachet,plastique",sugary-snacks,d,11,16.7,69.0,7.14,1,0,47.63,-2.67,1
Gluten free chex granola mix,"sachet,plastique",granola-mix,c,6,15.52,70.69,8.62,1,0,47.63,-2.67,1
Count Chocula (family size),card,plant-based-foods-and-beverages,d,11,5.56,85.2,3.7,1,0,47.63,-2.67,1
Chocolate Chip Muffin & Quick Bread Mix,box,mix,e,19,8.57,77.1,5.71,7,0,47.63,-2.67,1
Soft Baked Oatmeal Squares Cinnamon Brown Sugar,"wrap - plastic,carton - card",sugary-snacks,d,11,14.3,65.7,5.71,3,0,47.63,-2.67,1
Honey Nut Cheerios,box,plant-based-foods-and-beverages,d,12,5.36,78.6,7.14,3,0,47.63,-2.67,1
Spongebob Squarepants Fruity Splash,box,plant-based-foods-and-beverages,c,9,3.85,84.6,3.85,5,0,47.63,-2.67,1
Cheerios,box,plant-based-foods-and-beverages,c,5,7.14,71.4,0.0,2,0,47.63,-2.67,1
Chocolate Chex,box,plant-based-foods-and-beverages,d,13,7.81,81.2,6.25,1,0,47.63,-2.67,1
Rice Chex,"sachet,plastique",plant-based-foods-and-beverages,c,9,1.85,85.2,7.41,2,0,47.63,-2.67,1
Barre crunchy Oats & Honey,"sachet,plastique",sugary-snacks,d,11,17.2,64.5,8.1,2,0,47.63,-2.67,1
Protein Chewy Bar Peanut Bar Dark Chocolate,"sachet,plastique",sugary-snacks,d,15,30.0,35.0,25.0,1,0,47.63,-2.67,1
Fiber One Lemon Bar,"sachet,plastique",breakfasts,d,14,12.0,72.0,4.0,8,0,47.63,-2.67,1
Spinach & Ricotta Stonebaked Hand Stretched Pizza,"frais,plastique,carton",fresh-foods,b,2,6.9,29.2,8.0,2,0,47.63,-2.67,1
pimento stuffed olives with garlic and parsley,"tray - plastic,lid - plastic",olives,c,9,16.7,0.5,1.5,1,0,47.63,-2.67,1
lemon and coriander Manzanilla olives,"tray - plastic,film - plastic",olives,d,12,18.5,1.7,1.1,2,0,47.63,-2.67,1
Jackfruit in syrup,"conserve,boite,métal",plant-based-foods-and-beverages,b,0,0.0,22.14,0.71,1,0,47.63,-2.67,1
Extrait de noix de coco,canned,coconut-creams,d,12,22.5,2.85,2.06,1,0,47.63,-2.67,1
Foco basil seed drink,canette,beverages,e,18,0.0,15.8,0.0,1,0,47.63,-2.67,1
Lait de coco,"conserve,métal",beverages,d,12,19.0,2.0,1.6,1,0,47.63,-2.67,1
Boisson à base de jus de mangue,canette,beverages,e,15,0.0,10.0,0.0,1,0,47.63,-2.67,1
Boisson à Base de Jus de Lychee,"canette,métal",beverages,e,15,0.0,11.0,0.0,1,0,47.63,-2.67,1
Boisson Ananas 25 CL COCK,"sachet,plastique",beverages,e,13,0.0,10.0,0.0,1,0,47.63,-2.67,1
Guava drink,"boîte alu,canette",beverages,e,15,0.0,11.18,0.0,1,0,47.63,-2.67,1
Coconut Juice,"sachet,plastique",fruit-juices,b,0,0.29,8.29,0.0,1,0,47.63,-2.67,1
Foco Juice Drink Guava,"sachet,plastique",beverages,e,15,0.0,11.0,0.0,0,0,47.63,-2.67,0
Lychee drink,canette,beverages,e,15,0.0,11.0,0.0,1,0,47.63,-2.67,1
coconut juice,"sachet,plastique",fruit-juices,b,0,0.208,8.33,0.0,1,0,47.63,-2.67,1
Roasted Coconut Juice,"sachet,plastique",fruit-juices,c,2,0.5,9.2,0.5,1,0,47.63,-2.67,1
Jus De Coco Grillee,canette,beverages,e,11,0.0,9.2,0.0,1,0,47.63,-2.67,1
Kokosnussmilch,konserve,beverages,c,9,10.0,2.0,1.0,0,0,47.63,-2.67,0
Soursop Juice,"sachet,plastique",beverages,e,15,0.0,12.57,0.0,3,0,47.63,-2.67,1
Sauce Chili Sucrée pour Poulet,"verre,flacon",groceries,e,23,0.0,68.0,0.8,3,0,47.63,-2.67,1
Cock Brand Coconut Juice,"sachet,plastique",beverages,e,11,0.0,8.5,0.0,1,0,47.63,-2.67,1
Soupe Tom Yum aux légumes,"sachet plastique,boîte carton",plant-based-foods-and-beverages,b,1,5.33,5.0,1.33,1,0,47.63,-2.67,1
Sriracha Hot Chilli Sauce ,"plastic bottle,green dot",groceries,d,12,1.5,14.0,2.4,1,0,47.63,-2.67,1
Coconut water,"sachet,plastique",coconut-waters,b,1,0.0,5.0,0.0,0,0,47.63,-2.67,0
Eau de Coco,"sachet,plastique",beverages,d,7,0.0,5.2,0.0,0,0,47.63,-2.67,0
Nectar goyave,"sachet,plastique",beverages,e,15,0.0,12.0,0.0,0,0,47.63,-2.67,0
milk chocolate rich tea biscuits,plastic,sugary-snacks,e,22,20.2,68.0,6.7,7,0,47.63,-2.67,1
Premium Ground Bison,plastic,bison,b,0,9.73,0.0,20.4,0,0,47.63,-2.67,0
Scottish style smoked salmon nova lox,"sachet,plastique",seafood,d,12,7.02,3.51,19.3,1,0,47.63,-2.67,1
6 free range British mixed size eggs Omega 3 enriched,eggbox,farming-products,a,-1,9.0,0.1,12.6,0,0,47.63,-2.67,0
Brins de ChocoCaramel,"boîte,carton,plastique",sugary-snacks,e,24,16.0,75.0,5.0,4,0,47.63,-2.67,1
St Clement's & lime juice,"carton,pure-pak",fruit-juices,c,2,0.5,8.5,0.7,0,0,47.63,-2.67,0
panna cotta dessert mix,"carton - card,film - plastic",preparation-for-dessert,d,16,20.9,16.9,2.1,5,0,47.63,-2.67,1
Orange & Cranberry Pudding,"plastic,bowl",sugary-snacks,d,11,9.8,55.0,3.2,8,0,47.63,-2.67,1
Italian style babyleaf salad,plastic film,salad,b,0,0.5,2.3,1.3,0,0,47.63,-2.67,0
Welsh Slate Cavern Aged Cheddar,"film,plastic",dairies,d,17,33.0,3.0,23.8,0,0,47.63,-2.67,0
"Premium Cuts Beef Jerky, Original","sachet,plastique",beef-jerky,d,16,3.57,14.29,46.43,3,0,47.63,-2.67,1
asparagus spears,film - plastic,plant-based-foods-and-beverages,a,-6,0.5,0.7,1.6,0,0,47.63,-2.67,0
Semi skimmed British milk,"plastic,bottle",dairies,b,0,1.75,4.6,3.5,0,0,47.63,-2.67,0
Jasmine Rice,"sachet,plastique",plant-based-foods-and-beverages,b,0,0.0,80.0,6.67,1,0,47.63,-2.67,1
cut mixed peel,"pot - plastic,lid - plastic",peels,c,9,0.8,71.2,0.5,2,0,47.63,-2.67,1
Ground Almonds,bag - plastic,plant-based-foods-and-beverages,c,6,56.0,6.5,25.0,0,0,47.63,-2.67,0
Ground almonds,"plastic,bag",plant-based-foods-and-beverages,c,6,56.0,6.5,25.0,0,0,47.63,-2.67,0
soda water,"bottle - plstic,cap - plastic,label - plastic",carbonated-soda-water,b,0,0.5,0.5,0.5,1,0,47.63,-2.67,1
desiccated coconut,bag - plastic,plant-based-foods-and-beverages,c,5,62.0,6.1,5.6,1,0,47.63,-2.67,1
Chocolate Chunk & Chip,"paper tray,plastic film",sugary-snacks,e,22,18.4,63.2,2.63,5,0,47.63,-2.67,1
Fairtrade white caster sugar,bag - mixed material,sweeteners,d,15,0.5,99.9,0.5,0,0,47.63,-2.67,0
Frosted Shredded Wheats,box,plant-based-foods-and-beverages,a,-2,1.92,80.8,9.62,3,0,47.63,-2.67,1
British White Caster Sugar,"paper,bag",sweeteners,d,15,0.5,99.9,0.5,0,0,47.63,-2.67,0
British Icing Sugar,bag - mixed material,sweeteners,d,15,0.5,99.7,0.5,1,0,47.63,-2.67,1
Spinach & Ricotta Cannelloni,"plastique,frais,carton",plant-based-foods-and-beverages,a,-1,1.9,11.4,4.8,2,0,47.63,-2.67,1
Whole British Milk,"plastic,bottle",dairies,b,0,4.0,4.5,3.3,0,0,47.63,-2.67,0
Banana Nut Loaf,"sachet,plastique",banana-nut-loaf,d,13,23.64,38.18,5.45,4,0,47.63,-2.67,1
"GoLean Crunch Honey, Almond, Flax","boîte,carton",plant-based-foods-and-beverages,a,-1,10.3,67.2,17.2,1,0,47.63,-2.67,1
GOLEAN Original Cereal,"boîte,carton",plant-based-foods-and-beverages,a,-4,3.45,69.0,20.69,0,0,47.63,-2.67,0
Go Lean Cereals,"boîte,carton,plastique",cereales,a,-4,1.92,57.7,25.0,1,0,47.63,-2.67,1
Pressed Costa Rican Pineapple with a Hint of Lime Juice,"brique,carton",fruit-juices,d,8,0.1,12.0,0.4,0,0,47.63,-2.67,0
Great Northern Beans,canned,plant-based-foods-and-beverages,a,-4,0.0,16.2,5.38,0,0,47.63,-2.67,0
Whipped Cream Cheese Spread,tub,spreads,d,18,35.0,5.0,5.0,2,0,47.63,-2.67,1
Low Fat Chocolate Milk,"sachet,plastique",beverages,b,0,1.04,10.0,3.33,1,0,47.63,-2.67,1
Shredded Mild Cheddar Cheese,bag,dairies,d,16,32.1,3.57,25.0,2,0,47.63,-2.67,1
Macaroni N' Cheese,box,plant-based-foods-and-beverages,c,9,1.41,70.5,11.3,6,0,47.63,-2.67,1
Tomato Ketchup,"sachet,plastique",groceries,d,16,0.0,29.41,0.0,0,0,47.63,-2.67,0
Tomato Ketchup,"sachet,plastique",groceries,d,16,0.0,29.41,0.0,0,0,47.63,-2.67,0
"Microwave Popcorn, Butter","sachet,plastique",sugary-snacks,c,6,6.06,69.7,9.09,3,0,47.63,-2.67,1
"Microwave Popcorn, Butter","sachet,plastique",sugary-snacks,d,17,30.3,51.52,6.06,2,0,47.63,-2.67,1
Boisson a base de jus de lychee,"canette,aluminium",beverages,e,15,0.0,11.3,0.0,3,0,47.63,-2.67,1
Boisson à base de jus de goyave,"canette,métal",beverages,e,13,0.0,10.0,0.0,3,0,47.63,-2.67,1
Shortbread Cookies,"plastique,sachet",sugary-snacks,d,17,23.3,67.4,4.65,3,0,47.63,-2.67,1
British beef mince,"plastic tray,plastic film",meats,b,0,4.7,0.5,31.0,0,0,47.63,-2.67,0
4 Stonebread Garlic Breads,"plastique,frais",pain-a-l-ail,d,15,11.9,41.4,9.3,1,0,47.63,-2.67,1
Multigrain Toaster Waffles,box,breakfasts,b,2,11.5,39.7,6.41,5,0,47.63,-2.67,1
Steam Crisp Extra Sweet Niblets,metal can,plant-based-foods-and-beverages,a,-6,1.05,12.6,2.11,0,0,47.63,-2.67,0
Beef Lasagne,"frais,carton,plastique",fresh-foods,b,0,8.4,10.4,7.9,2,0,47.63,-2.67,1
Seeded Pittas,plastic,pitta-bread,a,-4,4.0,49.5,8.9,2,0,47.63,-2.67,1
"JCS Soda Kola Champagne, Reggae Style","sachet,plastique",beverages,e,29,0.0,15.3,0.0,0,0,47.63,-2.67,0
Heinen's Organic Unsweetened With Lemon  Iced Tea ,bottle,beverages,b,0,0.0,0.422,0.0,1,0,47.63,-2.67,1
"Oldstyle Picture Show Microwave Popcorn, Butter","sachet,plastique",sugary-snacks,d,12,16.67,60.0,6.67,0,0,47.63,-2.67,0
"Microwave Popcorn, Natural","sachet,plastique",sugary-snacks,d,13,16.67,60.0,6.67,0,0,47.63,-2.67,0
"Oldstyle Pocture Show Microwave Popcorn, Butter Boom","sachet,plastique",sugary-snacks,d,16,16.67,60.0,6.67,0,0,47.63,-2.67,0
Marinara,"jar,glass",groceries,b,1,0.8,9.6,2.4,1,0,47.63,-2.67,1
"Microwave Popcorn, Butter Boom","sachet,plastique",sugary-snacks,d,16,16.67,60.0,6.67,0,0,47.63,-2.67,0
Hand Cooked Potato Chips,"sachet,plastique",salty-snacks,d,13,26.8,59.8,5.2,1,0,47.63,-2.67,1
Hand Cooked Potato Chips Mature Cheddar & Caramelized Onion,"papier,sac",salty-snacks,c,8,26.6,57.1,6.1,3,0,47.63,-2.67,1
Sauce de soja claire,bouteille,groceries,c,5,0.5,6.8,9.4,0,0,47.63,-2.67,0
Huile De Sésame 190ml,"sachet,plastique",fats,b,2,14.0,0.0,0.0,0,0,47.63,-2.67,0
Dutch Chocolate Ice Cream,box,desserts,c,10,10.6,28.8,3.03,2,0,47.63,-2.67,1
Pizza au thon,"film,plastique,etui,carton,surgelé",frozen-foods,c,9,13.5,21.7,9.9,0,0,45.8,4.8,0
Balsamic vinaigrette dressing,plastic,balsamic-vinaigrette-dressing,d,15,14.5,16.1,0.0,1,0,47.63,-2.67,1
Macaroni & cheese dinner - original,"foam,cup",plant-based-foods-and-beverages,d,14,5.17,70.7,10.3,14,0,47.63,-2.67,1
Real Mayo,plastic jar,groceries,e,23,76.9,0.0,0.0,1,0,47.63,-2.67,1
Miracle Whip Dressing Original,plastic jar,groceries,d,14,23.3,13.3,0.0,0,0,47.63,-2.67,0
Real Mayo,"sachet,plastique",groceries,e,23,76.9,0.0,0.0,1,0,47.63,-2.67,1
Mayo,"sachet,plastique",groceries,e,23,76.9,0.0,0.0,1,0,47.63,-2.67,1
Macaroni & cheese dinner - minions,"foam,cup",plant-based-foods-and-beverages,d,15,5.45,70.9,10.9,13,0,47.63,-2.67,1
Parmesano,bote plástico,dairies,e,20,30.0,0.0,40.0,3,0,47.63,-2.67,1
Slow-simmered Spicy Honey Barbecue sauce,bottle,groceries,e,20,0.0,40.5,0.0,1,0,47.63,-2.67,1
Slow-simmered Thick & Spicy Barbecue Sauce,bottle,groceries,e,20,0.0,43.2,0.0,1,0,47.63,-2.67,1
Slow-simmered Sweet Honey Barbecue Sauce,bottle,groceries,e,19,0.0,40.5,0.0,1,0,47.63,-2.67,1
Macaroni & cheese dinner - star wars,"foam,cup",plant-based-foods-and-beverages,d,15,5.45,70.9,10.9,13,0,47.63,-2.67,1
Snack Pack Pudding Vanilla,plastic pot,desserts,c,4,3.26,19.6,1.09,5,0,47.63,-2.67,1
Thousand Island Dressing Fat Free,plastic,groceries,d,11,0.0,29.7,0.0,1,0,47.63,-2.67,1
Buttermilk Ranch Dressing,plastic,groceries,e,20,40.0,6.67,0.0,1,0,47.63,-2.67,1
Classic ranch dressing,"sachet,plastique",groceries,d,18,37.9,6.9,0.0,1,0,47.63,-2.67,1
Thousand Island Dressing,plastic,groceries,e,22,40.0,13.3,0.0,1,0,47.63,-2.67,1
Peppercorn Ranch Dressing,plastic,groceries,d,18,37.9,6.9,0.0,1,0,47.63,-2.67,1
Kraft Macaroni & Cheese Dinner three cheese,box,plant-based-foods-and-beverages,c,3,2.0,49.0,9.0,9,0,47.63,-2.67,1
Macaroni & cheese,"sachet,plastique",macaroni-cheese,d,15,4.29,68.57,12.86,1,0,47.63,-2.67,1
Macaroni & Cheese Dinner,box,macaroni,d,14,4.23,67.7,12.7,1,0,47.63,-2.67,1
Zesty Italian Dressing Lite,plastic,groceries,d,11,3.12,9.38,0.0,1,0,47.63,-2.67,1
Tomato Ketchup,"sachet,plastique",groceries,d,15,0.0,23.53,0.0,0,0,47.63,-2.67,0
Tomato Ketchup,plastic bottle,groceries,d,16,0.0,29.4,0.0,0,0,47.63,-2.67,0
Tomato Ketchup,"sachet,plastique",groceries,d,15,0.0,23.53,0.0,0,0,47.63,-2.67,0
Tomato Ketchup,"sachet,plastique",groceries,d,16,0.0,29.41,0.0,0,0,47.63,-2.67,0
Ketchup,"sachet,plastique",groceries,d,16,0.0,23.53,0.0,0,0,47.63,-2.67,0
Dark chocolate 78% Cacao,card,sugary-snacks,d,15,47.5,37.5,10.0,0,0,47.63,-2.67,0
Dark chocolate 85% Cacao,card,sugary-snacks,d,13,50.0,35.0,10.0,0,0,47.63,-2.67,0
Chocolate Lowfat Milk,"sachet,plastique",beverages,c,3,1.04,15.0,4.17,1,0,47.63,-2.67,1
2% Chocolate Reduced Fat Milk,"sachet,plastique",beverages,c,4,2.08,15.0,4.17,1,0,47.63,-2.67,1
Greek Nonfat Yogurt,plastic pot,dairies,a,-4,0.0,5.88,8.24,0,0,47.63,-2.67,0
Jumbo Hamburger Buns,"sachet,plastique",plant-based-foods-and-beverages,c,3,3.0,48.0,8.0,2,0,47.63,-2.67,1
Jumbo Hamburger Buns,"sachet,plastique",plant-based-foods-and-beverages,c,3,3.0,48.0,8.0,2,0,47.63,-2.67,1
Enriched Sesame Hamburger Buns,"sachet,plastique",plant-based-foods-and-beverages,b,0,5.13,51.28,10.26,2,0,47.63,-2.67,1
ketchup ,"sachet,plastique",groceries,d,15,0.0,23.53,0.0,0,0,47.63,-2.67,0
Primo Taglio Genoa Salame,plastic bubble pack,meats,e,20,21.4,1.79,25.0,3,0,47.63,-2.67,1
Cooked Ham,plastic,meats,c,3,3.57,3.57,17.9,3,0,47.63,-2.67,1
Enriched Hamburger Buns,"sachet,plastique",plant-based-foods-and-beverages,b,2,2.56,51.28,7.69,3,0,47.63,-2.67,1
Hamburger Buns,"sachet,plastique",plant-based-foods-and-beverages,b,2,1.89,54.72,9.43,2,0,47.63,-2.67,1
Tomato Ketchup,"sachet,plastique",groceries,d,15,0.0,23.53,0.0,0,0,47.63,-2.67,0
"Microwave Popcorn, Classic Butter","sachet,plastique",sugary-snacks,e,19,37.5,46.88,6.25,1,0,47.63,-2.67,1
Microwave Popcorn,"sachet,plastique",sugary-snacks,d,18,37.5,43.75,6.25,2,0,47.63,-2.67,1
Original Barbecue Sauce,plastic bottle,groceries,e,19,0.0,48.6,0.0,3,0,47.63,-2.67,1
Tomato Basil Traditional Pasta Sauce,glass jar,groceries,b,2,2.0,8.0,1.6,0,0,47.63,-2.67,0
Mini penne,carton,penne,a,-6,1.79,73.21,12.5,2,0,47.63,-2.67,1
Corn Oil,plastic bottle,plant-based-foods-and-beverages,c,10,93.3,0.0,0.0,0,0,47.63,-2.67,0
Tomato Ketchup,"sachet,plastique",groceries,d,16,0.0,29.41,0.0,0,0,47.63,-2.67,0
Cinnamon sugar,plastic,sweeteners,d,15,0.0,80.0,0.0,0,0,47.63,-2.67,0
Hamburger Buns,"sachet,plastique",plant-based-foods-and-beverages,b,0,4.39,47.37,7.02,2,0,47.63,-2.67,1
Lemon & Ginger Chicken Curry,"frais,plastique,carton",meals,a,-3,2.4,9.7,8.4,1,0,47.63,-2.67,1
"Hickory Farms® Our Signature Beef Summer Sausage Natural Hickory Smoke Flavor Added Made with Premium Beef, Semi-Dry","plastic,shrinkwrap",meats,d,16,15.0,0.0,10.0,2,0,47.63,-2.67,1
Cinnamon Schoolbook Cookies,plastic,sugary-snacks,d,14,13.3,76.7,6.67,3,0,47.63,-2.67,1
Sauce de Poisson,"bouteille,plastique",groceries,d,11,0.0,8.0,11.0,0,0,47.63,-2.67,0
Peanut butter bliss,"sachet,plastique",peanut-butter-bliss,c,9,18.33,65.0,10.0,1,0,47.63,-2.67,1
Chocolate Chip Cookie Dough,"sachet,plastique",sugary-snacks,d,14,24.4,62.2,8.89,0,0,47.63,-2.67,0
Original Sweet Potato Chips,"plastic,bag",salty-snacks,c,9,28.6,60.7,3.57,0,0,47.63,-2.67,0
Starburst Original,box,sugary-snacks,e,21,7.5,85.0,0.0,8,0,47.63,-2.67,1
British beef ribeye steak,"plastic tray,plastic film",meats,b,2,12.7,0.0,21.6,0,0,47.63,-2.67,0
Crème de marrons de l'Ardèche,conserve,plant-based-foods-and-beverages,c,10,0.8,63.6,1.3,0,0,47.63,-2.67,0
Crème de Marrons de l'Ardèche,"fr:conserve,en:green dot,en:triman,en:boite metal",plant-based-foods-and-beverages,d,11,0.8,63.6,1.3,0,0,44.45,4.72,0
Crème de marrons de l'Ardèche,"tube,métal,etui,carton,tube",plant-based-foods-and-beverages,d,11,0.8,63.6,1.3,0,0,47.63,-2.67,0
crème de marron de l'ardèche vanillée,"conserve,métal",plant-based-foods-and-beverages,d,11,0.8,63.6,1.3,0,0,47.63,-2.67,0
Crème de marrons de l'Ardèche,tube aluminium,plant-based-foods-and-beverages,d,11,0.8,63.6,1.3,0,0,47.63,-2.67,0
Crème de marrons de l'Ardèche,"métal,conserve,pot",plant-based-foods-and-beverages,d,11,0.8,63.6,1.3,0,0,47.63,-2.67,0
Crème de marrons,"sachet,plastique",plant-based-foods-and-beverages,d,13,0.8,63.6,1.3,0,0,47.63,-2.67,0
Crème de marrons de l'Ardèche,"pots,carton,métal,conserve",plant-based-foods-and-beverages,d,11,0.8,63.6,1.3,0,0,47.63,-2.67,0
Crème de marrons de l'Ardèche,"bocal,verre",plant-based-foods-and-beverages,d,11,0.8,63.6,1.3,0,0,47.63,-2.67,0
Crème de Marrons de l'Ardèche,"carton,boîte,plastique,gourde",plant-based-foods-and-beverages,d,11,0.8,63.6,1.3,0,0,47.63,-2.67,0
2% Reduced Fat Milk,jug,dairies,b,0,2.08,5.42,3.33,0,0,47.63,-2.67,0
Virgin coconut oil,"glass,jar",plant-based-foods-and-beverages,d,15,100.0,0.0,0.0,0,0,47.63,-2.67,0
"Parrot, Aloe Vera Drink, Pineapple","sachet,plastique",beverages,e,13,0.0,10.0,0.0,5,0,47.63,-2.67,1
"Parrot, Aloe Vera Drink, Aloe Strawberry","sachet,plastique",beverages,d,9,0.0,9.17,0.0,5,0,47.63,-2.67,1
Aloe Vera Drink,"sachet,plastique",beverages,e,13,0.0,10.83,0.0,5,0,47.63,-2.67,1
"Parrot, Aloe Vera Drink, Mango","sachet,plastique",beverages,e,13,0.0,9.58,0.0,5,0,47.63,-2.67,1
Aloe Vera Drink,"sachet,plastique",beverages,e,13,0.0,10.0,0.0,4,0,47.63,-2.67,1
Aloe Vera Drink,"sachet,plastique",beverages,d,9,0.0,9.17,0.0,5,0,47.63,-2.67,1
"Parrot, Aloe Vera Drink, Coco","sachet,plastique",beverages,e,13,0.0,10.0,0.0,4,0,47.63,-2.67,1
